"subject"	"birthdate"	"deathdate"	"lifespan"	"species"	"sex"	"housing"	"event"	"max_bw"	"experimental"	"source"
"M465"	1975-11-23	NA	6.6306967572305	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1975-11-27	1991-04-28	15.4223269062226	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"609"	1975-11-29	1999-03-17	23.3046669588081	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"10039"	1975-12-09	1975-12-15	0.016432953549518	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"627"	1975-12-12	1984-09-27	8.79710780017528	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1975-12-18	1979-10-12	3.81792287467134	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"900046"	1975-12-21	2004-10-19	28.839833479404	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1975-05-16	1975-11-10	0.487510955302366	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"222"	1975-07-19	1995-05-30	19.8701796669588	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1975-05-19	1998-07-02	23.1293821209465	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1975-01-15	1975-06-15	0.413562664329535	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H851"	1975-03-17	1975-03-17	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"100257"	1976-01-07	NA	2.45124890446976	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"100671"	1976-01-11	1978-01-20	2.02673093777388	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1019"	1976-01-13	1984-07-20	8.52048641542507	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"MP09"	1976-01-27	2005-06-15	29.3930762489045	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"185"	1976-01-30	2008-10-30	32.7618317265557	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-02-02	1981-01-15	4.95453549517967	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"17607"	1976-06-02	1976-06-02	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H33"	1976-02-22	NA	2.52245836985101	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"760006"	1976-03-06	1976-03-06	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-03-07	1976-03-07	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-06-14	1976-06-14	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"M70"	1976-03-09	NA	0	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"1349"	1976-03-27	2016-05-06	40.1237949167397	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"M109"	1976-04-21	NA	0	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"O73"	1976-03-12	1998-01-08	21.8339176161262	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"O75"	1976-05-05	1980-01-16	3.70015337423313	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-05-21	2003-01-04	26.6323400525855	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-05-21	1977-06-10	1.05444785276074	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"2532"	1976-05-23	1980-11-13	4.47797984224365	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"08456"	1976-05-25	NA	17.5257449605609	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"2869"	1976-05-26	1997-05-16	20.9794040315513	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"O64"	1976-06-05	1977-03-08	0.755915863277826	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"760340"	1976-06-10	1976-11-16	0.435473269062226	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-06-16	1976-06-16	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"760100"	1976-06-26	NA	9.37226117440841	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"M01216"	1976-06-29	NA	7.86864592462752	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"H34"	1976-07-02	2008-05-18	31.8881463628396	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"101661"	1976-07-07	1976-07-10	0.00821647677475898	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"10040"	1976-07-16	1993-04-01	16.7150525854514	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"076218"	1976-07-18	1976-07-18	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"270165"	1976-07-27	1984-06-15	7.88781770376862	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H148"	1976-08-07	1976-08-07	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"100759"	1976-08-23	NA	34.6625766871166	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"4765"	1976-08-28	1976-08-28	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-09-27	1977-05-26	0.660056967572305	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1056"	1976-09-27	2004-11-14	28.1414329535495	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"99"	1976-10-10	2005-05-07	28.5823838737949	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-10-19	NA	3.75766871165644	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-10-29	1977-03-02	0.339614373356705	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-11-12	2003-05-26	26.5419588080631	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"08685"	1976-11-27	1980-02-06	3.19347063978966	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"951"	1976-12-04	NA	9.87072743207712	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"10041"	1976-12-06	1995-03-03	18.2433172655565	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-12-09	1982-06-23	5.53790534618755	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"086014"	1976-12-09	1978-06-16	1.51730937773883	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-12-26	1976-12-26	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"8114"	1976-12-29	NA	3.965819456617	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1976-10-21	NA	3.91104294478528	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"A2743"	1976-11-15	1976-11-15	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1366"	1976-04-18	1976-04-18	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"MFM-3"	1976-01-15	1976-01-15	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"2925"	1977-01-15	2002-10-14	25.7531770376862	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"100847"	1977-01-20	1989-12-25	12.9327344434706	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"34"	1977-01-23	NA	19.7003724802805	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1977-01-30	1981-01-30	4.00142418930762	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"900047"	1977-01-30	2012-12-03	35.8539658194566	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"0767"	1977-02-15	2009-04-15	32.1729842243646	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"A2744"	1977-02-20	1977-03-08	0.0438212094653812	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"100"	1977-03-02	2002-02-28	25.0027388255916	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1509"	1977-03-13	1977-09-27	0.542287467134093	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1977-04-01	1997-02-02	19.8482690622261	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"100202"	1977-04-07	1983-06-15	6.1897458369851	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"M00269"	1977-04-08	1994-08-22	17.3778483786153	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"101955"	1977-04-09	NA	3.95486415425066	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"7"	1977-05-22	1992-10-19	15.4168492550394	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"100877"	1977-05-27	1982-05-19	4.97918492550394	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1977-05-31	1977-05-31	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1977-06-10	1989-05-18	11.9412795793164	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"10042"	1977-06-16	2000-06-25	23.033523225241	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"6"	1977-06-18	NA	8.92857142857143	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"102025"	1977-06-20	2011-11-23	34.4379929886065	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"M524"	1977-06-21	1995-12-24	18.5144609991236	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H00467"	1977-06-23	1977-06-29	0.016432953549518	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"770101"	1977-07-22	2007-03-28	29.6916082383874	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1234"	1977-07-25	NA	26.6569894829097	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"770013"	1977-08-23	1985-04-07	7.62489044697634	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1140"	1977-08-26	1977-08-26	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"A2745"	1977-09-17	1977-09-25	0.0219106047326906	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"749"	1977-09-17	NA	6.12675284837862	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"O83"	1977-09-19	1998-09-21	21.0122699386503	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"101"	1977-09-25	1977-09-25	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"177182"	1977-09-25	1988-10-15	11.0593777388256	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"177183"	1977-09-25	1993-09-23	16.0002191060473	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"9710"	1977-10-12	NA	9.49276950043821	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"102"	1977-11-06	NA	18.2460560911481	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"17736"	1977-11-19	NA	28.0565293602103	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"09019"	1977-11-25	1978-06-16	0.555981595092024	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"0259"	1977-12-01	NA	27.5279360210342	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"100937"	1977-12-02	NA	9.46812007011393	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"71277"	1977-12-07	1985-09-28	7.81113058720421	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"3000"	1977-12-07	NA	0	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"7041UA"	1977-12-05	1977-12-13	0.0219106047326906	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"2546"	1977-12-08	NA	15.5620070113935	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"M6666"	1977-12-11	NA	10.7088080631025	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"102167"	1977-12-14	NA	32.7180105170903	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"O85"	1977-12-17	NA	19.8208808063103	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1977-12-14	NA	9.11755039439089	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1977-10-15	NA	14.1734224364592	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"4003"	1977-12-02	1977-12-02	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"MFM-6"	1982-05-31	NA	0	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"830006"	1983-01-31	2000-11-03	17.7640227870289	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1983-05-21	1996-03-17	12.8286590709904	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"10513"	1983-07-07	1983-07-07	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"90"	1983-08-10	2003-02-14	19.5223488168273	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1983-12-10	NA	5.77618317265557	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"TAWAR"	1978-01-02	2003-06-10	25.443689745837	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-01-02	1978-02-02	0.0849035933391762	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"2913"	1978-01-10	1989-01-01	10.9799517966696	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-01-10	1984-09-26	6.71286152497809	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"10044"	1978-01-31	NA	31.5950920245399	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"780043"	1978-01-23	2001-07-12	23.4744741454864	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"078200"	1978-01-28	1978-09-16	0.632668711656442	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"MFM-4"	1978-02-16	1982-02-15	3.99868536371604	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"881049"	1978-02-14	2007-06-18	29.3492550394391	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H35"	1978-02-17	NA	35.0761393514461	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"6478"	1978-04-06	2008-09-07	30.4338299737073	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"4004"	1978-04-06	NA	25.5669368974584	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-04-11	NA	10.1199605609115	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-04-20	1978-04-25	0.0136941279579316	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"780342"	1978-04-22	1990-10-01	12.4479623137599	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"270093"	1978-04-27	1978-05-08	0.0301270815074496	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-05-11	1978-09-02	0.312226117440841	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"103"	1978-05-20	1991-12-11	13.5654031551271	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"178138"	1978-06-07	1988-11-15	10.4458808063103	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"780032"	1978-06-24	2007-07-04	29.0370289219982	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"780033"	1978-06-24	NA	0	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"780278"	1978-06-24	2010-06-28	32.0223488168273	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-06-30	1978-06-30	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-06-30	1978-06-30	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"738311"	1978-07-08	2004-12-13	26.443361086766	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"A638"	1978-07-20	2000-10-13	22.2420026292726	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"03117"	1978-07-30	1988-12-04	10.3527607361963	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"101520"	1978-08-01	2001-02-25	22.5788781770377	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"178045"	1978-08-15	NA	19.1991673970202	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-08-16	1978-08-16	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"II/186"	1978-08-28	2001-06-20	22.8198948290973	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-08-28	2007-05-22	28.7412357581069	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"078217"	1978-08-28	1998-01-22	19.4100569675723	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"024000"	1978-09-09	2001-09-10	23.0116126205083	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"104"	1978-09-11	1993-01-24	14.3760955302366	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-09-15	1979-07-09	0.813431200701139	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"3224"	1978-10-08	NA	30.7351007887818	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-10-25	1978-10-25	0	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-11-02	1981-07-31	2.7443032427695	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-11-05	1980-02-14	1.27629272567923	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-11-09	1979-05-10	0.498466257668712	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"09448"	1978-11-23	NA	29.8614154250657	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-11-28	1981-08-20	2.72787028921998	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-12-02	2004-10-28	25.9147677475898	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"A2746"	1978-12-04	1978-12-17	0.0356047326906223	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1978-12-16	1979-01-10	0.0684706397896582	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"178293"	1978-12-18	NA	37.7163672217353	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"3058"	1978-07-08	2008-10-25	30.3105828220859	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"7"	1978-09-19	NA	28.7658851884312	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"086005"	1978-02-25	2009-04-15	31.1459246275197	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"O89"	1978-09-23	1978-09-23	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"ZM89"	1972-06-15	NA	39.2638036809816	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"721203"	1972-12-13	1972-12-13	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"NONE"	1977-06-23	1977-06-23	0	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"179016"	1979-01-15	NA	1.47622699386503	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1979-01-17	1979-04-21	0.257449605609115	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H149"	1979-02-09	1985-10-19	6.69368974583699	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"A2747"	1979-03-03	1984-09-23	5.56255477651183	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"H37"	1979-03-03	NA	20.2371822962314	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"20959"	1979-03-04	1990-09-03	11.5058063102542	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1702"	1979-03-06	1998-05-23	19.2210780017528	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"179057"	1979-03-06	NA	31.4006354075372	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"2788"	1979-03-26	NA	0	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"M71"	1979-03-29	2002-11-05	23.6141542506573	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1979-04-04	1991-12-15	12.7026730937774	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"790026"	1979-05-03	NA	30.6310254163015	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"10046"	1979-06-01	2007-09-30	28.3413672217353	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1979-06-16	2001-04-07	21.8174846625767	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"4005"	1979-06-21	NA	3.91104294478528	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"100865"	1979-07-14	1992-01-13	12.5054776511832	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"179238"	1979-07-20	1990-06-15	10.9087423312883	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"791203"	1979-07-29	1991-11-18	12.3110210341805	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"820212"	1979-09-26	NA	10.2815512708151	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1979-08-11	NA	0	"Orangutan"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"1017"	1979-08-21	2008-06-09	28.8124452234882	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"102256"	1979-09-16	1980-11-30	1.20782208588957	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"079218"	1979-10-12	1987-04-23	7.5317703768624	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"O74"	1979-11-07	1981-03-03	1.32011393514461	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1621"	1979-11-08	1982-07-30	2.7251314636284	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"790100"	1979-01-25	1986-06-17	7.39482909728309	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"________"	1979-06-07	1981-03-16	1.77475898334794	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1440"	1979-01-10	NA	15.9317484662577	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"________"	1979-01-11	1994-05-27	15.3785056967572	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"5694"	1979-01-20	NA	1.75832602979842	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"920242"	1979-01-22	1994-08-06	15.5428352322524	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"790016"	1979-03-23	NA	21.9626424189308	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"086006"	1979-06-19	NA	0	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"M79067"	1979-06-22	1990-07-29	11.1059377738826	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1506"	1979-07-23	1979-08-19	0.0739482909728308	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"II212"	1979-09-30	2000-10-06	21.0259640666082	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"3391"	1979-09-30	NA	30.9240797546012	"Orangutan"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2015"
"790030"	1979-10-09	1988-06-28	8.72315950920245	"Orangutan"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"900048"	1979-10-14	1996-01-05	16.2330192813322	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
"1018"	1979-10-25	1980-10-22	0.994193689745837	"Orangutan"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2015"
